1	1	1	1	1	1	662	6	28	60.75	7.01
1	1	1	1	1	2	626	6	27	48.60	-14.03
1	1	1	1	1	3	590	6	26	60.75	-35.07
1	1	1	1	1	4	554	6	25	48.60	-56.12
1	1	1	1	1	5	661	7	32	36.45	7.01
1	1	1	1	1	6	625	7	31	24.30	-14.03
1	1	1	1	1	7	589	7	30	36.45	-35.07
1	1	1	1	1	8	553	7	29	24.30	-56.12
1	1	1	1	1	9	624	8	34	0.00	-14.03
1	1	1	1	1	10	588	8	33	12.15	-35.07
1	1	1	1	1	11	552	8	36	0.00	-56.12
1	1	1	1	1	12	516	8	35	12.15	-77.16
1	2	4	1	1	1	518	9	40	60.75	-77.16
1	2	4	1	1	2	482	9	39	48.60	-98.21
1	2	4	1	1	3	446	9	38	60.75	-119.25
1	2	4	1	1	4	410	9	37	48.60	-140.30
1	2	4	1	1	5	517	10	44	36.45	-77.16
1	2	4	1	1	6	481	10	43	24.30	-98.21
1	2	4	1	1	7	445	10	42	36.45	-119.25
1	2	4	1	1	8	409	10	41	24.30	-140.30
1	2	4	1	1	9	480	11	46	0.00	-98.21
1	2	4	1	1	10	444	11	45	12.15	-119.25
1	2	4	1	1	11	408	11	48	0.00	-140.30
1	2	4	1	1	12	372	11	47	12.15	-161.34
1	3	5	1	1	1	593	3	16	133.65	-35.07
1	3	5	1	1	2	557	3	15	121.50	-56.12
1	3	5	1	1	3	521	3	14	133.65	-77.16
1	3	5	1	1	4	485	3	13	121.50	-98.21
1	3	5	1	1	5	592	4	20	109.35	-35.07
1	3	5	1	1	6	556	4	19	97.20	-56.12
1	3	5	1	1	7	520	4	18	109.35	-77.16
1	3	5	1	1	8	484	4	17	97.20	-98.21
1	3	5	1	1	9	555	5	22	72.90	-56.12
1	3	5	1	1	10	519	5	21	85.05	-77.16
1	3	5	1	1	11	483	5	24	72.90	-98.21
1	3	5	1	1	12	447	5	23	85.05	-119.25
1	4	6	1	1	1	737	0	4	133.65	49.10
1	4	6	1	1	2	701	0	3	121.50	28.06
1	4	6	1	1	3	665	0	2	133.65	7.01
1	4	6	1	1	4	629	0	1	121.50	-14.03
1	4	6	1	1	5	736	1	8	109.35	49.10
1	4	6	1	1	6	700	1	7	97.20	28.06
1	4	6	1	1	7	664	1	6	109.35	7.01
1	4	6	1	1	8	628	1	5	97.20	-14.03
1	4	6	1	1	9	699	2	10	72.90	28.06
1	4	6	1	1	10	663	2	9	85.05	7.01
1	4	6	1	1	11	627	2	12	72.90	-14.03
1	4	6	1	1	12	591	2	11	85.05	-35.07
1	5	13	1	2	1	374	6	28	60.75	-161.34
1	5	13	1	2	2	338	6	27	48.60	-182.39
1	5	13	1	2	3	302	6	26	60.75	-203.43
1	5	13	1	2	4	266	6	25	48.60	-224.47
1	5	13	1	2	5	373	7	32	36.45	-161.34
1	5	13	1	2	6	337	7	31	24.30	-182.39
1	5	13	1	2	7	301	7	30	36.45	-203.43
1	5	13	1	2	8	265	7	29	24.30	-224.47
1	5	13	1	2	9	336	8	34	0.00	-182.39
1	5	13	1	2	10	300	8	33	12.15	-203.43
1	5	13	1	2	11	264	8	36	0.00	-224.47
1	5	13	1	2	12	228	8	35	12.15	-245.52
1	6	14	1	2	1	449	0	4	133.65	-119.25
1	6	14	1	2	2	413	0	3	121.50	-140.30
1	6	14	1	2	3	377	0	2	133.65	-161.34
1	6	14	1	2	4	341	0	1	121.50	-182.39
1	6	14	1	2	5	448	1	8	109.35	-119.25
1	6	14	1	2	6	412	1	7	97.20	-140.30
1	6	14	1	2	7	376	1	6	109.35	-161.34
1	6	14	1	2	8	340	1	5	97.20	-182.39
1	6	14	1	2	9	411	2	10	72.90	-140.30
1	6	14	1	2	10	375	2	9	85.05	-161.34
1	6	14	1	2	11	339	2	12	72.90	-182.39
1	6	14	1	2	12	303	2	11	85.05	-203.43
1	7	15	1	5	1	524	6	28	206.55	-77.16
1	7	15	1	5	2	488	6	27	194.40	-98.21
1	7	15	1	5	3	452	6	26	206.55	-119.25
1	7	15	1	5	4	416	6	25	194.40	-140.30
1	7	15	1	5	5	523	7	32	182.25	-77.16
1	7	15	1	5	6	487	7	31	170.10	-98.21
1	7	15	1	5	7	451	7	30	182.25	-119.25
1	7	15	1	5	8	415	7	29	170.10	-140.30
1	7	15	1	5	9	486	8	34	145.80	-98.21
1	7	15	1	5	10	450	8	33	157.95	-119.25
1	7	15	1	5	11	414	8	36	145.80	-140.30
1	7	15	1	5	12	378	8	35	157.95	-161.34
1	8	16	1	4	1	668	9	40	206.55	7.01
1	8	16	1	4	2	632	9	39	194.40	-14.03
1	8	16	1	4	3	596	9	38	206.55	-35.07
1	8	16	1	4	4	560	9	37	194.40	-56.12
1	8	16	1	4	5	667	10	44	182.25	7.01
1	8	16	1	4	6	631	10	43	170.10	-14.03
1	8	16	1	4	7	595	10	42	182.25	-35.07
1	8	16	1	4	8	559	10	41	170.10	-56.12
1	8	16	1	4	9	630	11	46	145.80	-14.03
